25.06
0.06	50	0.00
0.08	50	0.00
0.09	50	0.06
0.11	50	0.00
0.13	50	0.00
0.14	50	0.06
0.16	50	0.00
0.18	50	0.06
0.19	50	0.06
0.21	50	0.06
0.23	50	0.00
0.24	50	0.06
0.26	50	0.06
0.28	50	0.06
0.29	50	0.06
0.31	50	0.06
0.33	50	0.06
0.34	50	0.06
0.36	50	0.06
0.38	50	0.06
0.39	50	0.12
0.41	50	0.12
0.43	50	0.12
0.44	50	0.06
0.46	50	0.06
0.48	50	0.12
0.49	50	0.19
0.51	50	0.19
0.53	50	0.19
0.54	50	0.19
0.56	50	0.19
0.58	50	0.19
0.59	50	0.25
0.61	50	0.25
0.63	50	0.25
0.64	50	0.25
0.66	50	0.25
0.68	50	0.25
0.69	50	0.25
0.71	50	0.31
0.73	50	0.31
0.74	50	0.31
0.76	50	0.31
0.78	50	0.31
0.79	50	0.37
0.81	50	0.37
0.83	50	0.37
0.84	50	0.44
0.86	50	0.44
0.88	50	0.44
0.89	50	0.44
0.91	50	0.44
0.93	50	0.50
0.94	50	0.50
0.96	50	0.50
0.98	50	0.56
0.99	50	0.56
1.01	50	0.56
1.03	50	0.56
1.04	50	0.56
1.06	50	0.56
1.08	50	0.63
1.09	50	0.63
1.11	50	0.63
1.13	50	0.63
1.14	50	0.69
1.16	50	0.69
1.18	50	0.69
1.19	50	0.75
1.21	50	0.75
1.23	50	0.81
1.24	50	0.75
1.26	50	0.81
1.28	50	0.81
1.29	50	0.88
1.31	50	0.88
1.33	50	0.88
1.34	50	0.94
1.36	50	0.88
1.38	50	0.94
1.39	50	0.94
1.41	50	1.00
1.43	50	1.00
1.44	50	1.06
1.46	50	1.06
1.48	50	1.06
1.49	50	1.06
1.51	50	1.12
1.53	50	1.12
1.54	50	1.12
1.56	50	1.12
1.58	50	1.19
1.59	50	1.19
1.61	50	1.19
1.63	50	1.25
1.64	50	1.25
1.66	50	1.25
1.68	50	1.25
1.69	50	1.37
1.71	50	1.31
1.73	50	1.31
1.74	50	1.37
1.76	50	1.37
1.78	50	1.44
1.79	50	1.44
1.81	50	1.44
1.83	50	1.44
1.84	50	1.50
1.86	50	1.50
1.88	50	1.56
1.89	50	1.56
1.91	50	1.56
1.93	50	1.63
1.94	50	1.63
1.96	50	1.63
1.98	50	1.69
1.99	50	1.69
2.01	50	1.69
2.03	50	1.69
2.04	50	1.75
2.06	50	1.75
2.08	50	1.81
2.09	50	1.81
2.11	50	1.81
2.13	50	1.88
2.14	50	1.88
2.16	50	1.88
2.18	50	1.94
2.19	50	1.94
2.21	50	1.94
2.23	50	1.94
2.24	50	1.94
2.26	50	2.00
2.28	50	2.06
2.29	50	2.00
2.31	50	2.06
2.33	50	2.06
2.34	50	2.13
2.36	50	2.13
2.38	50	2.19
2.39	50	2.19
2.41	50	2.19
2.43	50	2.25
2.44	50	2.19
2.46	50	2.25
2.48	50	2.25
2.49	50	2.31
2.51	50	2.25
2.53	50	2.31
2.54	50	2.38
2.56	50	2.38
2.58	50	2.38
2.59	50	2.38
2.61	50	2.44
2.63	50	2.44
2.64	50	2.44
2.66	50	2.50
2.68	50	2.50
2.69	50	2.56
2.71	50	2.56
2.73	50	2.63
2.74	50	2.56
2.76	50	2.63
2.78	50	2.63
2.79	50	2.69
2.81	50	2.69
2.83	50	2.69
2.84	50	2.75
2.86	50	2.75
2.88	50	2.75
2.89	50	2.81
2.91	50	2.81
2.93	50	2.81
2.94	50	2.88
2.96	50	2.88
2.98	50	2.88
2.99	50	2.94
3.01	50	2.94
3.03	50	2.94
3.04	50	2.94
3.06	50	3.00
3.08	50	3.00
3.09	50	3.06
3.11	50	3.06
3.13	50	3.06
3.14	50	3.06
3.16	50	3.13
3.18	50	3.13
3.19	50	3.13
3.21	50	3.19
3.23	50	3.19
3.24	50	3.19
3.26	0	3.25
3.28	0	3.25
3.29	0	3.25
3.31	0	3.31
3.33	0	3.31
3.34	0	3.31
3.36	0	3.31
3.38	0	3.31
3.39	0	3.44
3.41	0	3.38
3.43	0	3.38
3.44	0	3.38
3.46	0	3.44
3.48	0	3.44
3.49	0	3.44
3.51	0	3.44
3.53	0	3.50
3.54	0	3.50
3.56	0	3.56
3.58	0	3.56
3.59	0	3.56
3.61	0	3.56
3.63	0	3.63
3.64	0	3.56
3.66	0	3.63
3.68	0	3.63
3.69	0	3.63
3.71	0	3.63
3.73	0	3.63
3.74	0	3.69
3.76	0	3.69
3.78	0	3.69
3.79	0	3.69
3.81	0	3.69
3.83	0	3.69
3.84	0	3.69
3.86	0	3.69
3.88	0	3.75
3.89	0	3.69
3.91	0	3.69
3.93	0	3.75
3.94	0	3.69
3.96	0	3.75
3.98	0	3.75
3.99	0	3.75
4.01	0	3.75
4.03	0	3.75
4.04	0	3.75
4.06	0	3.75
4.08	0	3.75
4.09	0	3.75
4.11	0	3.75
4.13	0	3.75
4.14	0	3.81
4.16	0	3.81
4.18	0	3.81
4.19	0	3.81
4.21	0	3.81
4.23	0	3.81
4.24	0	3.81
4.26	0	3.81
4.28	0	3.81
4.29	0	3.81
4.31	0	3.81
4.33	0	3.75
4.34	0	3.81
4.36	0	3.81
4.38	0	3.81
4.39	0	3.81
4.41	0	3.81
4.43	0	3.81
4.44	0	3.81
4.46	0	3.88
4.48	0	3.81
4.49	0	3.88
4.51	0	3.81
4.53	0	3.81
4.54	0	3.81
4.56	0	3.81
4.58	0	3.81
4.59	0	3.81
4.61	0	3.81
4.63	0	3.81
4.64	0	3.81
4.66	0	3.81
4.68	0	3.81
4.69	0	3.81
4.71	0	3.88
4.73	0	3.81
4.74	0	3.88
4.76	0	3.88
4.78	0	3.81
4.79	0	3.81
4.81	0	3.81
4.83	0	3.81
4.84	0	3.81
4.86	0	3.81
4.88	0	3.81
4.89	0	3.75
4.91	0	3.75
4.93	0	3.75
4.94	0	3.81
